"formula","CoreID","presence","Incubation_Temp","A_priori_CUE","n"
"C18H20O12","25C_2",1,"25C","Low",4
"C18H20O12","25C_3",1,"25C","Low",4
"C18H20O12","25C_4",1,"25C","High",4
"C18H20O12","25C_5",1,"25C","Low",4
"C18H20O12","25C_6",1,"25C","High",4
"C18H20O12","25C_7",1,"25C","High",4
"C18H20O12","25C_8",1,"25C","Low",4
"C18H20O12","45C_1",1,"45C","High",4
"C18H20O12","45C_2",1,"45C","Low",4
"C18H20O12","45C_3",1,"45C","Low",4
"C18H20O12","45C_4",1,"45C","High",4
"C18H20O12","45C_5",1,"45C","Low",4
"C18H20O12","45C_6",1,"45C","High",4
"C18H20O12","45C_7",1,"45C","High",4
"C18H20O12","45C_8",1,"45C","Low",4
"C22H20O9","15C_1",1,"15C","High",4
"C22H20O9","15C_2",1,"15C","Low",4
"C22H20O9","15C_3",1,"15C","Low",4
"C22H20O9","15C_4",1,"15C","High",4
"C22H20O9","15C_5",1,"15C","Low",4
"C22H20O9","15C_6",1,"15C","High",4
"C22H20O9","15C_7",1,"15C","High",4
"C22H20O9","15C_8",1,"15C","Low",4
"C22H20O9","25C_1",1,"25C","High",4
"C22H20O9","25C_2",1,"25C","Low",4
"C22H20O9","25C_3",1,"25C","Low",4
"C22H20O9","25C_4",1,"25C","High",4
"C22H20O9","25C_5",1,"25C","Low",4
"C22H20O9","25C_6",1,"25C","High",4
"C22H20O9","25C_7",1,"25C","High",4
"C22H20O9","25C_8",1,"25C","Low",4
"C22H20O9","45C_1",1,"45C","High",4
"C22H20O9","45C_2",1,"45C","Low",4
"C22H20O9","45C_3",1,"45C","Low",4
"C22H20O9","45C_4",1,"45C","High",4
"C22H20O9","45C_5",1,"45C","Low",4
"C22H20O9","45C_6",1,"45C","High",4
"C22H20O9","45C_7",1,"45C","High",4
"C22H20O9","45C_8",1,"45C","Low",4
"C19H24O9S1","15C_2",1,"15C","Low",4
"C19H24O9S1","15C_3",1,"15C","Low",4
"C19H24O9S1","15C_5",1,"15C","Low",4
"C19H24O9S1","15C_8",1,"15C","Low",4
"C19H24O9S1","25C_1",1,"25C","High",3
"C19H24O9S1","25C_6",1,"25C","High",3
"C19H24O9S1","25C_7",1,"25C","High",3
"C19H24O9S1","45C_1",1,"45C","High",3
"C19H24O9S1","45C_2",1,"45C","Low",4
"C19H24O9S1","45C_3",1,"45C","Low",4
"C19H24O9S1","45C_4",1,"45C","High",3
"C19H24O9S1","45C_5",1,"45C","Low",4
"C19H24O9S1","45C_6",1,"45C","High",3
"C19H24O9S1","45C_8",1,"45C","Low",4
"C20H24O8","15C_1",1,"15C","High",8
"C20H24O8","15C_2",1,"15C","Low",8
"C20H24O8","15C_3",1,"15C","Low",8
"C20H24O8","15C_4",1,"15C","High",8
"C20H24O8","15C_5",1,"15C","Low",8
"C20H24O8","15C_6",1,"15C","High",8
"C20H24O8","15C_7",1,"15C","High",8
"C20H24O8","15C_8",1,"15C","Low",8
"C20H24O8","25C_1",1,"25C","High",8
"C20H24O8","25C_2",1,"25C","Low",8
"C20H24O8","25C_3",1,"25C","Low",8
"C20H24O8","25C_4",1,"25C","High",8
"C20H24O8","25C_5",1,"25C","Low",8
"C20H24O8","25C_6",1,"25C","High",8
"C20H24O8","25C_7",1,"25C","High",8
"C20H24O8","25C_8",1,"25C","Low",8
"C20H24O8","45C_1",1,"45C","High",8
"C20H24O8","45C_2",1,"45C","Low",9
"C20H24O8","45C_3",1,"45C","Low",9
"C20H24O8","45C_4",1,"45C","High",8
"C20H24O8","45C_5",1,"45C","Low",9
"C20H24O8","45C_6",1,"45C","High",8
"C20H24O8","45C_7",1,"45C","High",8
"C20H24O8","45C_8",1,"45C","Low",9
"C19H24O11","15C_1",1,"15C","High",7
"C19H24O11","15C_2",1,"15C","Low",8
"C19H24O11","15C_3",1,"15C","Low",8
"C19H24O11","15C_4",1,"15C","High",7
"C19H24O11","15C_5",1,"15C","Low",8
"C19H24O11","15C_6",1,"15C","High",7
"C19H24O11","15C_7",1,"15C","High",7
"C19H24O11","15C_8",1,"15C","Low",8
"C19H24O11","25C_1",1,"25C","High",5
"C19H24O11","25C_2",1,"25C","Low",8
"C19H24O11","25C_3",1,"25C","Low",8
"C19H24O11","25C_4",1,"25C","High",5
"C19H24O11","25C_5",1,"25C","Low",8
"C19H24O11","25C_6",1,"25C","High",5
"C19H24O11","25C_7",1,"25C","High",5
"C19H24O11","25C_8",1,"25C","Low",8
"C19H24O11","45C_1",1,"45C","High",5
"C19H24O11","45C_2",1,"45C","Low",6
"C19H24O11","45C_3",1,"45C","Low",6
"C19H24O11","45C_4",1,"45C","High",5
"C19H24O11","45C_5",1,"45C","Low",6
"C19H24O11","45C_6",1,"45C","High",5
"C19H24O11","45C_7",1,"45C","High",5
"C19H24O11","45C_8",1,"45C","Low",6
"C17H28O10","15C_1",1,"15C","High",8
"C17H28O10","15C_2",1,"15C","Low",8
"C17H28O10","15C_3",1,"15C","Low",8
"C17H28O10","15C_4",1,"15C","High",8
"C17H28O10","15C_5",1,"15C","Low",8
"C17H28O10","15C_6",1,"15C","High",8
"C17H28O10","15C_7",1,"15C","High",8
"C17H28O10","15C_8",1,"15C","Low",8
"C17H28O10","25C_1",1,"25C","High",8
"C17H28O10","25C_2",1,"25C","Low",8
"C17H28O10","25C_3",1,"25C","Low",8
"C17H28O10","25C_4",1,"25C","High",8
"C17H28O10","25C_5",1,"25C","Low",8
"C17H28O10","25C_6",1,"25C","High",8
"C17H28O10","25C_7",1,"25C","High",8
"C17H28O10","25C_8",1,"25C","Low",8
"C17H28O10","45C_1",1,"45C","High",8
"C17H28O10","45C_2",1,"45C","Low",8
"C17H28O10","45C_3",1,"45C","Low",8
"C17H28O10","45C_4",1,"45C","High",8
"C17H28O10","45C_5",1,"45C","Low",8
"C17H28O10","45C_6",1,"45C","High",8
"C17H28O10","45C_7",1,"45C","High",8
"C17H28O10","45C_8",1,"45C","Low",8
"C23H24O8","15C_1",1,"15C","High",4
"C23H24O8","15C_2",1,"15C","Low",4
"C23H24O8","15C_3",1,"15C","Low",4
"C23H24O8","15C_4",1,"15C","High",4
"C23H24O8","15C_5",1,"15C","Low",4
"C23H24O8","15C_6",1,"15C","High",4
"C23H24O8","15C_7",1,"15C","High",4
"C23H24O8","15C_8",1,"15C","Low",4
"C23H24O8","25C_1",1,"25C","High",4
"C23H24O8","25C_2",1,"25C","Low",4
"C23H24O8","25C_3",1,"25C","Low",4
"C23H24O8","25C_4",1,"25C","High",4
"C23H24O8","25C_5",1,"25C","Low",4
"C23H24O8","25C_6",1,"25C","High",4
"C23H24O8","25C_7",1,"25C","High",4
"C23H24O8","25C_8",1,"25C","Low",4
"C23H24O8","45C_1",1,"45C","High",4
"C23H24O8","45C_2",1,"45C","Low",4
"C23H24O8","45C_3",1,"45C","Low",4
"C23H24O8","45C_4",1,"45C","High",4
"C23H24O8","45C_5",1,"45C","Low",4
"C23H24O8","45C_6",1,"45C","High",4
"C23H24O8","45C_7",1,"45C","High",4
"C23H24O8","45C_8",1,"45C","Low",4
"C20H28O8S1","15C_1",1,"15C","High",4
"C20H28O8S1","15C_2",1,"15C","Low",4
"C20H28O8S1","15C_3",1,"15C","Low",4
"C20H28O8S1","15C_4",1,"15C","High",4
"C20H28O8S1","15C_5",1,"15C","Low",4
"C20H28O8S1","15C_6",1,"15C","High",4
"C20H28O8S1","15C_7",1,"15C","High",4
"C20H28O8S1","15C_8",1,"15C","Low",4
"C20H28O8S1","25C_1",1,"25C","High",4
"C20H28O8S1","25C_2",1,"25C","Low",4
"C20H28O8S1","25C_3",1,"25C","Low",4
"C20H28O8S1","25C_4",1,"25C","High",4
"C20H28O8S1","25C_5",1,"25C","Low",4
"C20H28O8S1","25C_6",1,"25C","High",4
"C20H28O8S1","25C_7",1,"25C","High",4
"C20H28O8S1","25C_8",1,"25C","Low",4
"C20H28O8S1","45C_1",1,"45C","High",4
"C20H28O8S1","45C_2",1,"45C","Low",4
"C20H28O8S1","45C_3",1,"45C","Low",4
"C20H28O8S1","45C_4",1,"45C","High",4
"C20H28O8S1","45C_5",1,"45C","Low",4
"C20H28O8S1","45C_6",1,"45C","High",4
"C20H28O8S1","45C_7",1,"45C","High",4
"C20H28O8S1","45C_8",1,"45C","Low",4
"C21H28O7","15C_1",1,"15C","High",8
"C21H28O7","15C_2",1,"15C","Low",8
"C21H28O7","15C_3",1,"15C","Low",8
"C21H28O7","15C_4",1,"15C","High",8
"C21H28O7","15C_5",1,"15C","Low",8
"C21H28O7","15C_6",1,"15C","High",8
"C21H28O7","15C_7",1,"15C","High",8
"C21H28O7","15C_8",1,"15C","Low",8
"C21H28O7","25C_1",1,"25C","High",8
"C21H28O7","25C_2",1,"25C","Low",8
"C21H28O7","25C_3",1,"25C","Low",8
"C21H28O7","25C_4",1,"25C","High",8
"C21H28O7","25C_5",1,"25C","Low",8
"C21H28O7","25C_6",1,"25C","High",8
"C21H28O7","25C_7",1,"25C","High",8
"C21H28O7","25C_8",1,"25C","Low",8
"C21H28O7","45C_1",1,"45C","High",8
"C21H28O7","45C_2",1,"45C","Low",8
"C21H28O7","45C_3",1,"45C","Low",8
"C21H28O7","45C_4",1,"45C","High",8
"C21H28O7","45C_5",1,"45C","Low",8
"C21H28O7","45C_6",1,"45C","High",8
"C21H28O7","45C_7",1,"45C","High",8
"C21H28O7","45C_8",1,"45C","Low",8
"C20H28O10","15C_1",1,"15C","High",8
"C20H28O10","15C_2",1,"15C","Low",8
"C20H28O10","15C_3",1,"15C","Low",8
"C20H28O10","15C_4",1,"15C","High",8
"C20H28O10","15C_5",1,"15C","Low",8
"C20H28O10","15C_6",1,"15C","High",8
"C20H28O10","15C_7",1,"15C","High",8
"C20H28O10","15C_8",1,"15C","Low",8
"C20H28O10","25C_1",1,"25C","High",8
"C20H28O10","25C_2",1,"25C","Low",8
"C20H28O10","25C_3",1,"25C","Low",8
"C20H28O10","25C_4",1,"25C","High",8
"C20H28O10","25C_5",1,"25C","Low",8
"C20H28O10","25C_6",1,"25C","High",8
"C20H28O10","25C_7",1,"25C","High",8
"C20H28O10","25C_8",1,"25C","Low",8
"C20H28O10","45C_1",1,"45C","High",8
"C20H28O10","45C_2",1,"45C","Low",8
"C20H28O10","45C_3",1,"45C","Low",8
"C20H28O10","45C_4",1,"45C","High",8
"C20H28O10","45C_5",1,"45C","Low",8
"C20H28O10","45C_6",1,"45C","High",8
"C20H28O10","45C_7",1,"45C","High",8
"C20H28O10","45C_8",1,"45C","Low",8
"C18H32O9","15C_1",1,"15C","High",8
"C18H32O9","15C_2",1,"15C","Low",8
"C18H32O9","15C_3",1,"15C","Low",8
"C18H32O9","15C_4",1,"15C","High",8
"C18H32O9","15C_5",1,"15C","Low",8
"C18H32O9","15C_6",1,"15C","High",8
"C18H32O9","15C_7",1,"15C","High",8
"C18H32O9","15C_8",1,"15C","Low",8
"C18H32O9","25C_1",1,"25C","High",8
"C18H32O9","25C_2",1,"25C","Low",8
"C18H32O9","25C_3",1,"25C","Low",8
"C18H32O9","25C_4",1,"25C","High",8
"C18H32O9","25C_5",1,"25C","Low",8
"C18H32O9","25C_6",1,"25C","High",8
"C18H32O9","25C_7",1,"25C","High",8
"C18H32O9","25C_8",1,"25C","Low",8
"C18H32O9","45C_1",1,"45C","High",8
"C18H32O9","45C_2",1,"45C","Low",8
"C18H32O9","45C_3",1,"45C","Low",8
"C18H32O9","45C_4",1,"45C","High",8
"C18H32O9","45C_5",1,"45C","Low",8
"C18H32O9","45C_6",1,"45C","High",8
"C18H32O9","45C_7",1,"45C","High",8
"C18H32O9","45C_8",1,"45C","Low",8
"C24H28O7","15C_1",1,"15C","High",5
"C24H28O7","15C_2",1,"15C","Low",7
"C24H28O7","15C_3",1,"15C","Low",7
"C24H28O7","15C_5",1,"15C","Low",7
"C24H28O7","25C_2",1,"25C","Low",8
"C24H28O7","25C_3",1,"25C","Low",8
"C24H28O7","25C_5",1,"25C","Low",8
"C24H28O7","25C_6",1,"25C","High",3
"C24H28O7","25C_7",1,"25C","High",3
"C24H28O7","25C_8",1,"25C","Low",8
"C24H28O7","45C_2",1,"45C","Low",5
"C24H28O7","45C_3",1,"45C","Low",5
"C24H28O7","45C_4",1,"45C","High",5
"C24H28O7","45C_5",1,"45C","Low",5
"C24H28O7","45C_7",1,"45C","High",5
"C21H32O7S1","15C_1",1,"15C","High",4
"C21H32O7S1","15C_4",1,"15C","High",4
"C21H32O7S1","15C_6",1,"15C","High",4
"C21H32O7S1","15C_7",1,"15C","High",4
"C21H32O7S1","25C_1",1,"25C","High",4
"C21H32O7S1","25C_2",1,"25C","Low",3
"C21H32O7S1","25C_3",1,"25C","Low",3
"C21H32O7S1","25C_4",1,"25C","High",4
"C21H32O7S1","25C_6",1,"25C","High",4
"C21H32O7S1","25C_7",1,"25C","High",4
"C21H32O7S1","25C_8",1,"25C","Low",3
"C21H32O7S1","45C_1",1,"45C","High",3
"C21H32O7S1","45C_2",1,"45C","Low",3
"C21H32O7S1","45C_3",1,"45C","Low",3
"C21H32O7S1","45C_4",1,"45C","High",3
"C21H32O7S1","45C_5",1,"45C","Low",3
"C21H32O7S1","45C_7",1,"45C","High",3
"C22H32O6","15C_1",1,"15C","High",8
"C22H32O6","15C_2",1,"15C","Low",8
"C22H32O6","15C_3",1,"15C","Low",8
"C22H32O6","15C_4",1,"15C","High",8
"C22H32O6","15C_5",1,"15C","Low",8
"C22H32O6","15C_6",1,"15C","High",8
"C22H32O6","15C_7",1,"15C","High",8
"C22H32O6","15C_8",1,"15C","Low",8
"C22H32O6","25C_1",1,"25C","High",8
"C22H32O6","25C_2",1,"25C","Low",8
"C22H32O6","25C_3",1,"25C","Low",8
"C22H32O6","25C_4",1,"25C","High",8
"C22H32O6","25C_5",1,"25C","Low",8
"C22H32O6","25C_6",1,"25C","High",8
"C22H32O6","25C_7",1,"25C","High",8
"C22H32O6","25C_8",1,"25C","Low",8
"C22H32O6","45C_1",1,"45C","High",8
"C22H32O6","45C_2",1,"45C","Low",8
"C22H32O6","45C_3",1,"45C","Low",8
"C22H32O6","45C_4",1,"45C","High",8
"C22H32O6","45C_5",1,"45C","Low",8
"C22H32O6","45C_6",1,"45C","High",8
"C22H32O6","45C_7",1,"45C","High",8
"C22H32O6","45C_8",1,"45C","Low",8
"C21H32O9","15C_1",1,"15C","High",8
"C21H32O9","15C_2",1,"15C","Low",8
"C21H32O9","15C_3",1,"15C","Low",8
"C21H32O9","15C_4",1,"15C","High",8
"C21H32O9","15C_5",1,"15C","Low",8
"C21H32O9","15C_6",1,"15C","High",8
"C21H32O9","15C_7",1,"15C","High",8
"C21H32O9","15C_8",1,"15C","Low",8
"C21H32O9","25C_1",1,"25C","High",8
"C21H32O9","25C_2",1,"25C","Low",8
"C21H32O9","25C_3",1,"25C","Low",8
"C21H32O9","25C_4",1,"25C","High",8
"C21H32O9","25C_5",1,"25C","Low",8
"C21H32O9","25C_6",1,"25C","High",8
"C21H32O9","25C_7",1,"25C","High",8
"C21H32O9","25C_8",1,"25C","Low",8
"C21H32O9","45C_1",1,"45C","High",8
"C21H32O9","45C_2",1,"45C","Low",8
"C21H32O9","45C_3",1,"45C","Low",8
"C21H32O9","45C_4",1,"45C","High",8
"C21H32O9","45C_5",1,"45C","Low",8
"C21H32O9","45C_6",1,"45C","High",8
"C21H32O9","45C_7",1,"45C","High",8
"C21H32O9","45C_8",1,"45C","Low",8
"C18H36O9S1","15C_1",1,"15C","High",4
"C18H36O9S1","15C_4",1,"15C","High",4
"C18H36O9S1","15C_6",1,"15C","High",4
"C18H36O9S1","15C_7",1,"15C","High",4
"C18H36O9S1","25C_1",1,"25C","High",3
"C18H36O9S1","25C_6",1,"25C","High",3
"C18H36O9S1","25C_7",1,"25C","High",3
"C18H36O9S1","45C_1",1,"45C","High",4
"C18H36O9S1","45C_2",1,"45C","Low",3
"C18H36O9S1","45C_3",1,"45C","Low",3
"C18H36O9S1","45C_4",1,"45C","High",4
"C18H36O9S1","45C_5",1,"45C","Low",3
"C18H36O9S1","45C_6",1,"45C","High",4
"C18H36O9S1","45C_7",1,"45C","High",4
"C19H36O8","15C_1",1,"15C","High",8
"C19H36O8","15C_2",1,"15C","Low",8
"C19H36O8","15C_3",1,"15C","Low",8
"C19H36O8","15C_4",1,"15C","High",8
"C19H36O8","15C_5",1,"15C","Low",8
"C19H36O8","15C_6",1,"15C","High",8
"C19H36O8","15C_7",1,"15C","High",8
"C19H36O8","15C_8",1,"15C","Low",8
"C19H36O8","25C_1",1,"25C","High",8
"C19H36O8","25C_2",1,"25C","Low",8
"C19H36O8","25C_3",1,"25C","Low",8
"C19H36O8","25C_4",1,"25C","High",8
"C19H36O8","25C_5",1,"25C","Low",8
"C19H36O8","25C_6",1,"25C","High",8
"C19H36O8","25C_7",1,"25C","High",8
"C19H36O8","25C_8",1,"25C","Low",8
"C19H36O8","45C_1",1,"45C","High",8
"C19H36O8","45C_2",1,"45C","Low",8
"C19H36O8","45C_3",1,"45C","Low",8
"C19H36O8","45C_4",1,"45C","High",8
"C19H36O8","45C_5",1,"45C","Low",8
"C19H36O8","45C_6",1,"45C","High",8
"C19H36O8","45C_7",1,"45C","High",8
"C19H36O8","45C_8",1,"45C","Low",8
"C22H36O8","15C_1",1,"15C","High",8
"C22H36O8","15C_2",1,"15C","Low",8
"C22H36O8","15C_3",1,"15C","Low",8
"C22H36O8","15C_4",1,"15C","High",8
"C22H36O8","15C_5",1,"15C","Low",8
"C22H36O8","15C_6",1,"15C","High",8
"C22H36O8","15C_7",1,"15C","High",8
"C22H36O8","15C_8",1,"15C","Low",8
"C22H36O8","25C_1",1,"25C","High",8
"C22H36O8","25C_2",1,"25C","Low",8
"C22H36O8","25C_3",1,"25C","Low",8
"C22H36O8","25C_4",1,"25C","High",8
"C22H36O8","25C_5",1,"25C","Low",8
"C22H36O8","25C_6",1,"25C","High",8
"C22H36O8","25C_7",1,"25C","High",8
"C22H36O8","25C_8",1,"25C","Low",8
"C22H36O8","45C_1",1,"45C","High",8
"C22H36O8","45C_2",1,"45C","Low",8
"C22H36O8","45C_3",1,"45C","Low",8
"C22H36O8","45C_4",1,"45C","High",8
"C22H36O8","45C_5",1,"45C","Low",8
"C22H36O8","45C_6",1,"45C","High",8
"C22H36O8","45C_7",1,"45C","High",8
"C22H36O8","45C_8",1,"45C","Low",8
"C20H40O7","15C_1",1,"15C","High",8
"C20H40O7","15C_2",1,"15C","Low",8
"C20H40O7","15C_3",1,"15C","Low",8
"C20H40O7","15C_4",1,"15C","High",8
"C20H40O7","15C_5",1,"15C","Low",8
"C20H40O7","15C_6",1,"15C","High",8
"C20H40O7","15C_7",1,"15C","High",8
"C20H40O7","15C_8",1,"15C","Low",8
"C20H40O7","25C_1",1,"25C","High",8
"C20H40O7","25C_3",1,"25C","Low",6
"C20H40O7","25C_4",1,"25C","High",8
"C20H40O7","25C_6",1,"25C","High",8
"C20H40O7","25C_7",1,"25C","High",8
"C20H40O7","25C_8",1,"25C","Low",6
"C20H40O7","45C_1",1,"45C","High",8
"C20H40O7","45C_2",1,"45C","Low",8
"C20H40O7","45C_3",1,"45C","Low",8
"C20H40O7","45C_4",1,"45C","High",8
"C20H40O7","45C_5",1,"45C","Low",8
"C20H40O7","45C_6",1,"45C","High",8
"C20H40O7","45C_7",1,"45C","High",8
"C20H40O7","45C_8",1,"45C","Low",8
"C23H40O7","15C_1",1,"15C","High",8
"C23H40O7","15C_2",1,"15C","Low",8
"C23H40O7","15C_3",1,"15C","Low",8
"C23H40O7","15C_4",1,"15C","High",8
"C23H40O7","15C_5",1,"15C","Low",8
"C23H40O7","15C_6",1,"15C","High",8
"C23H40O7","15C_7",1,"15C","High",8
"C23H40O7","15C_8",1,"15C","Low",8
"C23H40O7","25C_1",1,"25C","High",8
"C23H40O7","25C_2",1,"25C","Low",8
"C23H40O7","25C_3",1,"25C","Low",8
"C23H40O7","25C_4",1,"25C","High",8
"C23H40O7","25C_5",1,"25C","Low",8
"C23H40O7","25C_6",1,"25C","High",8
"C23H40O7","25C_7",1,"25C","High",8
"C23H40O7","25C_8",1,"25C","Low",8
"C23H40O7","45C_1",1,"45C","High",8
"C23H40O7","45C_2",1,"45C","Low",8
"C23H40O7","45C_3",1,"45C","Low",8
"C23H40O7","45C_4",1,"45C","High",8
"C23H40O7","45C_5",1,"45C","Low",8
"C23H40O7","45C_6",1,"45C","High",8
"C23H40O7","45C_7",1,"45C","High",8
"C23H40O7","45C_8",1,"45C","Low",8
"C16H27O10N1","15C_1",1,"15C","High",4
"C16H27O10N1","15C_2",1,"15C","Low",4
"C16H27O10N1","15C_3",1,"15C","Low",4
"C16H27O10N1","15C_4",1,"15C","High",4
"C16H27O10N1","15C_5",1,"15C","Low",4
"C16H27O10N1","15C_6",1,"15C","High",4
"C16H27O10N1","15C_7",1,"15C","High",4
"C16H27O10N1","15C_8",1,"15C","Low",4
"C16H27O10N1","25C_2",1,"25C","Low",4
"C16H27O10N1","25C_3",1,"25C","Low",4
"C16H27O10N1","25C_5",1,"25C","Low",4
"C16H27O10N1","25C_8",1,"25C","Low",4
"C16H27O10N1","45C_1",1,"45C","High",3
"C16H27O10N1","45C_2",1,"45C","Low",3
"C16H27O10N1","45C_3",1,"45C","Low",3
"C16H27O10N1","45C_4",1,"45C","High",3
"C16H27O10N1","45C_7",1,"45C","High",3
"C16H27O10N1","45C_8",1,"45C","Low",3
"C20H14O11","15C_2",1,"15C","Low",4
"C20H14O11","15C_3",1,"15C","Low",4
"C20H14O11","15C_4",1,"15C","High",3
"C20H14O11","15C_5",1,"15C","Low",4
"C20H14O11","15C_6",1,"15C","High",3
"C20H14O11","15C_7",1,"15C","High",3
"C20H14O11","15C_8",1,"15C","Low",4
"C20H14O11","25C_2",1,"25C","Low",4
"C20H14O11","25C_3",1,"25C","Low",4
"C20H14O11","25C_5",1,"25C","Low",4
"C20H14O11","25C_8",1,"25C","Low",4
"C20H14O11","45C_1",1,"45C","High",3
"C20H14O11","45C_2",1,"45C","Low",4
"C20H14O11","45C_3",1,"45C","Low",4
"C20H14O11","45C_4",1,"45C","High",3
"C20H14O11","45C_5",1,"45C","Low",4
"C20H14O11","45C_7",1,"45C","High",3
"C20H14O11","45C_8",1,"45C","Low",4
"C21H18O10","15C_1",1,"15C","High",4
"C21H18O10","15C_2",1,"15C","Low",4
"C21H18O10","15C_3",1,"15C","Low",4
"C21H18O10","15C_4",1,"15C","High",4
"C21H18O10","15C_5",1,"15C","Low",4
"C21H18O10","15C_6",1,"15C","High",4
"C21H18O10","15C_7",1,"15C","High",4
"C21H18O10","15C_8",1,"15C","Low",4
"C21H18O10","25C_1",1,"25C","High",4
"C21H18O10","25C_2",1,"25C","Low",4
"C21H18O10","25C_3",1,"25C","Low",4
"C21H18O10","25C_4",1,"25C","High",4
"C21H18O10","25C_5",1,"25C","Low",4
"C21H18O10","25C_6",1,"25C","High",4
"C21H18O10","25C_7",1,"25C","High",4
"C21H18O10","25C_8",1,"25C","Low",4
"C21H18O10","45C_1",1,"45C","High",4
"C21H18O10","45C_2",1,"45C","Low",4
"C21H18O10","45C_3",1,"45C","Low",4
"C21H18O10","45C_4",1,"45C","High",4
"C21H18O10","45C_5",1,"45C","Low",4
"C21H18O10","45C_6",1,"45C","High",4
"C21H18O10","45C_7",1,"45C","High",4
"C21H18O10","45C_8",1,"45C","Low",4
"C19H22O9","15C_1",1,"15C","High",8
"C19H22O9","15C_2",1,"15C","Low",8
"C19H22O9","15C_3",1,"15C","Low",8
"C19H22O9","15C_4",1,"15C","High",8
"C19H22O9","15C_5",1,"15C","Low",8
"C19H22O9","15C_6",1,"15C","High",8
"C19H22O9","15C_7",1,"15C","High",8
"C19H22O9","15C_8",1,"15C","Low",8
"C19H22O9","25C_1",1,"25C","High",8
"C19H22O9","25C_2",1,"25C","Low",8
"C19H22O9","25C_3",1,"25C","Low",8
"C19H22O9","25C_4",1,"25C","High",8
"C19H22O9","25C_5",1,"25C","Low",8
"C19H22O9","25C_6",1,"25C","High",8
"C19H22O9","25C_7",1,"25C","High",8
"C19H22O9","25C_8",1,"25C","Low",8
"C19H22O9","45C_1",1,"45C","High",8
"C19H22O9","45C_2",1,"45C","Low",8
"C19H22O9","45C_3",1,"45C","Low",8
"C19H22O9","45C_4",1,"45C","High",8
"C19H22O9","45C_5",1,"45C","Low",8
"C19H22O9","45C_6",1,"45C","High",8
"C19H22O9","45C_7",1,"45C","High",8
"C19H22O9","45C_8",1,"45C","Low",8
"C18H22O12","15C_1",1,"15C","High",4
"C18H22O12","15C_2",1,"15C","Low",4
"C18H22O12","15C_3",1,"15C","Low",4
"C18H22O12","15C_4",1,"15C","High",4
"C18H22O12","15C_5",1,"15C","Low",4
"C18H22O12","15C_6",1,"15C","High",4
"C18H22O12","15C_7",1,"15C","High",4
"C18H22O12","15C_8",1,"15C","Low",4
"C18H22O12","25C_1",1,"25C","High",4
"C18H22O12","25C_2",1,"25C","Low",4
"C18H22O12","25C_3",1,"25C","Low",4
"C18H22O12","25C_4",1,"25C","High",4
"C18H22O12","25C_5",1,"25C","Low",4
"C18H22O12","25C_6",1,"25C","High",4
"C18H22O12","25C_7",1,"25C","High",4
"C18H22O12","25C_8",1,"25C","Low",4
"C18H22O12","45C_1",1,"45C","High",4
"C18H22O12","45C_2",1,"45C","Low",4
"C18H22O12","45C_3",1,"45C","Low",4
"C18H22O12","45C_4",1,"45C","High",4
"C18H22O12","45C_5",1,"45C","Low",4
"C18H22O12","45C_6",1,"45C","High",4
"C18H22O12","45C_7",1,"45C","High",4
"C18H22O12","45C_8",1,"45C","Low",4
"C16H26O11","15C_3",1,"15C","Low",6
"C16H26O11","15C_4",1,"15C","High",7
"C16H26O11","15C_6",1,"15C","High",7
"C16H26O11","15C_7",1,"15C","High",7
"C16H26O11","15C_8",1,"15C","Low",6
"C16H26O11","25C_4",1,"25C","High",7
"C16H26O11","25C_6",1,"25C","High",7
"C16H26O11","25C_7",1,"25C","High",7
"C16H26O11","25C_8",1,"25C","Low",5
"C16H26O11","45C_1",1,"45C","High",6
"C16H26O11","45C_2",1,"45C","Low",7
"C16H26O11","45C_5",1,"45C","Low",7
"C16H26O11","45C_7",1,"45C","High",6
"C16H26O11","45C_8",1,"45C","Low",7
"C22H22O9","15C_1",1,"15C","High",4
"C22H22O9","15C_2",1,"15C","Low",4
"C22H22O9","15C_3",1,"15C","Low",4
"C22H22O9","15C_4",1,"15C","High",4
"C22H22O9","15C_5",1,"15C","Low",4
"C22H22O9","15C_6",1,"15C","High",4
"C22H22O9","15C_7",1,"15C","High",4
"C22H22O9","15C_8",1,"15C","Low",4
"C22H22O9","25C_1",1,"25C","High",4
"C22H22O9","25C_2",1,"25C","Low",5
"C22H22O9","25C_3",1,"25C","Low",5
"C22H22O9","25C_4",1,"25C","High",4
"C22H22O9","25C_5",1,"25C","Low",5
"C22H22O9","25C_6",1,"25C","High",4
"C22H22O9","25C_7",1,"25C","High",4
"C22H22O9","25C_8",1,"25C","Low",5
"C22H22O9","45C_1",1,"45C","High",4
"C22H22O9","45C_2",1,"45C","Low",4
"C22H22O9","45C_3",1,"45C","Low",4
"C22H22O9","45C_4",1,"45C","High",4
"C22H22O9","45C_5",1,"45C","Low",4
"C22H22O9","45C_6",1,"45C","High",4
"C22H22O9","45C_7",1,"45C","High",4
"C22H22O9","45C_8",1,"45C","Low",4
"C19H26O9S1","15C_1",1,"15C","High",4
"C19H26O9S1","15C_2",1,"15C","Low",4
"C19H26O9S1","15C_3",1,"15C","Low",4
"C19H26O9S1","15C_4",1,"15C","High",4
"C19H26O9S1","15C_5",1,"15C","Low",4
"C19H26O9S1","15C_6",1,"15C","High",4
"C19H26O9S1","15C_7",1,"15C","High",4
