"formula","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C21H18O10","unsaturated/lignin","unsaturated/lignin",0.5,0.0952,0.86,0.48,3,13,0.1429
"C18H22O10S1","unsaturated/lignin","unsaturated/lignin",0.1667,0,1.22,0.56,-3,8,-0.1667
"C23H22O4S1","unsaturated/lignin","unsaturated/lignin",0.5,-0.5217,0.96,0.17,8,13,0.3478
"C18H22O12","unsaturated/lignin","unsaturated/lignin",0.1667,0.1111,1.22,0.67,-4,8,-0.2222
"C22H22O9","unsaturated/lignin","unsaturated/lignin",0.4286,-0.1818,1,0.41,3,12,0.1364
"C19H26O9S1","unsaturated/lignin","unsaturated/lignin",0.1111,-0.3158,1.37,0.47,-3,7,-0.1579
"C19H26O11","unsaturated/lignin","unsaturated/lignin",0.1111,-0.2105,1.37,0.58,-4,7,-0.2105
"C16H30O11S1","aliphatic","aliphatic",-0.4737,-0.375,1.88,0.69,-10,2,-0.625
"C23H26O8","unsaturated/lignin","unsaturated/lignin",0.3684,-0.4348,1.13,0.35,3,11,0.1304
"C20H30O8S1","aliphatic","aliphatic",0.0667,-0.6,1.5,0.4,-3,6,-0.15
"C20H30O10","aliphatic","aliphatic",0.0667,-0.5,1.5,0.5,-4,6,-0.2
"C22H34O4S1","aliphatic","aliphatic",0.1579,-1.0909,1.55,0.18,1,6,0.0455
"C24H30O7","unsaturated/lignin","unsaturated/lignin",0.3171,-0.6667,1.25,0.29,3,10,0.125
"C21H34O7S1","aliphatic","aliphatic",0.0303,-0.8571,1.62,0.33,-3,5,-0.1429
"C21H34O9","aliphatic","aliphatic",0.0303,-0.7619,1.62,0.43,-4,5,-0.1905
"C19H38O8","aliphatic","lipid",-0.2,-1.1579,2,0.42,-7,1,-0.3684
"C25H34O6","unsaturated/lignin","unsaturated/lignin",0.2727,-0.88,1.36,0.24,3,9,0.12
"C22H38O8","aliphatic","aliphatic",0,-1,1.73,0.36,-4,4,-0.1818
"C20H42O7","aliphatic","lipid",-0.2121,-1.4,2.1,0.35,-7,0,-0.35
"C23H42O7","aliphatic","aliphatic",-0.0256,-1.2174,1.83,0.3,-4,3,-0.1739
"C21H21O9N1","unsaturated/lignin","unsaturated/lignin",0.4194,0,1,0.43,2,12,0.0952
"C16H29O10N1","aliphatic","aliphatic+N",-0.3,-0.375,1.81,0.62,-8,3,-0.5
"C22H25O8N1","unsaturated/lignin","unsaturated/lignin",0.3529,-0.2727,1.14,0.36,2,11,0.0909
"C19H29O8N1S1","aliphatic","aliphatic+N",0,-0.4211,1.53,0.42,-4,6,-0.2105
"C25H37O5N1","unsaturated/lignin","unsaturated/lignin",0.2093,-0.96,1.48,0.2,2,8,0.08
"C22H41O7N1","aliphatic","aliphatic+N",-0.0857,-1.0909,1.86,0.32,-5,3,-0.2273
"C17H4O12S1","condensed aromatic","condensed aromatic",0.9,1.2941,0.24,0.71,3,16,0.1765
"C20H16O11","aromatic","aromatic",0.5172,0.3,0.8,0.55,2,13,0.1
"C21H20O10","unsaturated/lignin","unsaturated/lignin",0.4375,0,0.95,0.48,2,12,0.0952
"C18H24O10S1","unsaturated/lignin","unsaturated/lignin",0.0833,-0.1111,1.33,0.56,-4,7,-0.2222
"C18H24O12","unsaturated/lignin","unsaturated/lignin",0.0833,0,1.33,0.67,-5,7,-0.2778
"C22H24O9","unsaturated/lignin","unsaturated/lignin",0.3714,-0.2727,1.09,0.41,2,11,0.0909
"C19H28O9S1","unsaturated/lignin","unsaturated/lignin",0.037,-0.4211,1.47,0.47,-4,6,-0.2105
"C19H28O11","unsaturated/lignin","unsaturated/lignin",0.037,-0.3158,1.47,0.58,-5,6,-0.2632
"C23H29O6P1","unsaturated/lignin","unsaturated/lignin",0.3158,-0.7391,1.26,0.26,3,10,0.1304
"C23H28O8","unsaturated/lignin","unsaturated/lignin",0.3158,-0.5217,1.22,0.35,2,10,0.087
"C20H32O8S1","aliphatic","aliphatic",0,-0.7,1.6,0.4,-4,5,-0.2
"C20H32O10","aliphatic","aliphatic",0,-0.6,1.6,0.5,-5,5,-0.25
"C24H32O7","unsaturated/lignin","unsaturated/lignin",0.2683,-0.75,1.33,0.29,2,9,0.0833
"C21H36O7S1","aliphatic","aliphatic",-0.0303,-0.9524,1.71,0.33,-4,4,-0.1905
"C21H36O9","aliphatic","aliphatic",-0.0303,-0.8571,1.71,0.43,-5,4,-0.2381
"C25H36O6","unsaturated/lignin","unsaturated/lignin",0.2273,-0.96,1.44,0.24,2,8,0.08
"C22H40O8","aliphatic","aliphatic",-0.0556,-1.0909,1.82,0.36,-5,3,-0.2273
"C20H19O10N1","unsaturated/lignin","unsaturated/lignin",0.4286,0.2,0.95,0.5,1,12,0.05
"C21H23O9N1","unsaturated/lignin","unsaturated/lignin",0.3548,-0.0952,1.1,0.43,1,11,0.0476
"C18H27O9N1S1","aliphatic","aliphatic+N",-0.0435,-0.2222,1.5,0.5,-5,6,-0.2778
"C22H27O8N1","unsaturated/lignin","unsaturated/lignin",0.2941,-0.3636,1.23,0.36,1,10,0.0455
"C21H39O8N1","aliphatic","aliphatic+N",-0.125,-0.9524,1.86,0.38,-6,3,-0.2857
"C13H7O15P1","aromatic","aromatic",0.5556,1.7692,0.54,1.15,-5,11,-0.3846
"C19H14O12","aromatic","aromatic",0.5385,0.5263,0.74,0.63,1,13,0.0526
"C20H18O11","unsaturated/lignin","unsaturated/lignin",0.4483,0.2,0.9,0.55,1,12,0.05
"C21H22O10","unsaturated/lignin","unsaturated/lignin",0.375,-0.0952,1.05,0.48,1,11,0.0476
"C18H26O10S1","unsaturated/lignin","unsaturated/lignin",0,-0.2222,1.44,0.56,-5,6,-0.2778
"C18H26O12","unsaturated/lignin","unsaturated/lignin",0,-0.1111,1.44,0.67,-6,6,-0.3333
"C22H26O9","unsaturated/lignin","unsaturated/lignin",0.3143,-0.3636,1.18,0.41,1,10,0.0455
"C19H30O9S1","aliphatic","aliphatic",-0.037,-0.5263,1.58,0.47,-5,5,-0.2632
"C19H30O11","aliphatic","aliphatic",-0.037,-0.4211,1.58,0.58,-6,5,-0.3158
"C23H30O8","unsaturated/lignin","unsaturated/lignin",0.2632,-0.6087,1.3,0.35,1,9,0.0435
"C20H34O8S1","aliphatic","aliphatic",-0.0667,-0.8,1.7,0.4,-5,4,-0.25
"C20H34O10","aliphatic","aliphatic",-0.0667,-0.7,1.7,0.5,-6,4,-0.3
"C25H34O4","unsaturated/lignin","unsaturated/lignin",0.3043,-1.04,1.36,0.16,5,9,0.2
"C22H38O4S1","aliphatic","aliphatic",0.0526,-1.2727,1.73,0.18,-1,4,-0.0455
"C24H34O7","unsaturated/lignin","unsaturated/lignin",0.2195,-0.8333,1.42,0.29,1,8,0.0417
"C21H38O7S1","aliphatic","aliphatic",-0.0909,-1.0476,1.81,0.33,-5,3,-0.2381
"C21H38O9","aliphatic","aliphatic",-0.0909,-0.9524,1.81,0.43,-6,3,-0.2857
"C22H42O8","aliphatic","aliphatic",-0.1111,-1.1818,1.91,0.36,-6,2,-0.2727
"C20H21O10N1","unsaturated/lignin","unsaturated/lignin",0.3571,0.1,1.05,0.5,0,11,0
"C17H25O10N1S1","unsaturated/lignin","unsaturated/lignin",-0.1,0,1.47,0.59,-6,6,-0.3529
"C21H25O9N1","unsaturated/lignin","unsaturated/lignin",0.2903,-0.1905,1.19,0.43,0,10,0
"C21H41O6N1S1","aliphatic","aliphatic+N",-0.1875,-1.1429,1.95,0.29,-6,2,-0.2857
"C14H12O16","unsaturated/lignin","unsaturated/lignin",0.1667,1.4286,0.86,1.14,-7,9,-0.5
"C19H16O10S1","unsaturated/lignin","unsaturated/lignin",0.4615,0.3158,0.84,0.53,1,12,0.0526
"C19H16O12","unsaturated/lignin","unsaturated/lignin",0.4615,0.4211,0.84,0.63,0,12,0
"C20H20O9S1","unsaturated/lignin","unsaturated/lignin",0.3793,0,1,0.45,1,11,0.05
"C25H20O3S1","aromatic","aromatic",0.6,-0.48,0.8,0.12,12,16,0.48
"C20H20O11","unsaturated/lignin","unsaturated/lignin",0.3793,0.1,1,0.55,0,11,0
"C31H17O1P1","condensed aromatic","condensed aromatic",0.7627,-0.4839,0.55,0.03,22,24,0.7097
"C24H20O8","aromatic","aromatic",0.55,-0.1667,0.83,0.33,7,15,0.2917
"C21H24O10","unsaturated/lignin","unsaturated/lignin",0.3125,-0.1905,1.14,0.48,0,10,0
"C18H28O10S1","aliphatic","aliphatic",-0.0833,-0.3333,1.56,0.56,-6,5,-0.3333
"C18H28O12","aliphatic","aliphatic",-0.0833,-0.2222,1.56,0.67,-7,5,-0.3889
"C29H24O4","aromatic","aromatic",0.5926,-0.5517,0.83,0.14,14,18,0.4828
"C22H28O9","unsaturated/lignin","unsaturated/lignin",0.2571,-0.4545,1.27,0.41,0,9,0
"C19H32O9S1","aliphatic","aliphatic",-0.1111,-0.6316,1.68,0.47,-6,4,-0.3158
"C19H32O11","aliphatic","aliphatic",-0.1111,-0.5263,1.68,0.58,-7,4,-0.3684
"C23H32O8","unsaturated/lignin","unsaturated/lignin",0.2105,-0.6957,1.39,0.35,0,8,0
"C20H36O8S1","aliphatic","aliphatic",-0.1333,-0.9,1.8,0.4,-6,3,-0.3
"C20H36O10","aliphatic","aliphatic",-0.1333,-0.8,1.8,0.5,-7,3,-0.35
"C24H36O7","aliphatic","aliphatic",0.1707,-0.9167,1.5,0.29,0,7,0
"C21H40O9","aliphatic","aliphatic",-0.1515,-1.0476,1.9,0.43,-7,2,-0.3333
"C22H44O8","aliphatic","lipid",-0.1667,-1.2727,2,0.36,-7,1,-0.3182
"C28H7O3N1S1","condensed aromatic","condensed aromatic",0.9184,0.1429,0.25,0.11,21,26,0.75
"C19H19O11N1","unsaturated/lignin","unsaturated/lignin",0.36,0.3158,1,0.58,-1,11,-0.0526
"C19H31O8N1","aliphatic","aliphatic+N",0,-0.6316,1.63,0.42,-4,5,-0.2105
"C21H43O6N1S1","aliphatic","lipid",-0.25,-1.2381,2.05,0.29,-7,1,-0.3333
"C19H18O10S1","unsaturated/lignin","unsaturated/lignin",0.3846,0.2105,0.95,0.53,0,11,0
"C19H18O12","unsaturated/lignin","unsaturated/lignin",0.3846,0.3158,0.95,0.63,-1,11,-0.0526
"C24H18O6","aromatic","aromatic",0.619,-0.25,0.75,0.25,10,16,0.4167
"C23H18O9","aromatic","aromatic",0.5676,0,0.78,0.39,6,15,0.2609
"C20H22O9S1","unsaturated/lignin","unsaturated/lignin",0.3103,-0.1,1.1,0.45,0,10,0
"C16H22O14","unsaturated/lignin","unsaturated/lignin",-0.1111,0.375,1.38,0.88,-8,6,-0.5
"C20H22O11","unsaturated/lignin","unsaturated/lignin",0.3103,0,1.1,0.55,-1,10,-0.05
"C24H22O8","unsaturated/lignin","unsaturated/lignin",0.5,-0.25,0.92,0.33,6,14,0.25
"C21H26O10","unsaturated/lignin","unsaturated/lignin",0.25,-0.2857,1.24,0.48,-1,9,-0.0476
"C18H30O10S1","aliphatic","aliphatic",-0.1667,-0.4444,1.67,0.56,-7,4,-0.3889
"C22H30O7S1","unsaturated/lignin","unsaturated/lignin",0.2,-0.6364,1.36,0.32,0,8,0
"C18H30O12","aliphatic","aliphatic",-0.1667,-0.3333,1.67,0.67,-8,4,-0.4444
"C22H30O9","unsaturated/lignin","unsaturated/lignin",0.2,-0.5455,1.36,0.41,-1,8,-0.0455
"C19H34O9S1","aliphatic","aliphatic",-0.1852,-0.7368,1.79,0.47,-7,3,-0.3684
"C19H34O11","aliphatic","aliphatic",-0.1852,-0.6316,1.79,0.58,-8,3,-0.4211
"C23H34O8","unsaturated/lignin","unsaturated/lignin",0.1579,-0.7826,1.48,0.35,-1,7,-0.0435
"C20H38O8S1","aliphatic","aliphatic",-0.2,-1,1.9,0.4,-7,2,-0.35
"C24H38O7","aliphatic","aliphatic",0.122,-1,1.58,0.29,-1,6,-0.0417
"C22H42O6","aliphatic","aliphatic",-0.0526,-1.3636,1.91,0.27,-4,2,-0.1818
"C26H46O3S1","aliphatic","aliphatic",0.0638,-1.4615,1.77,0.12,0,4,0
"C22H33O8N1","aliphatic","aliphatic+N",0.1176,-0.6364,1.5,0.36,-2,7,-0.0909
"C15H4O16","condensed aromatic","condensed aromatic",0.8571,1.8667,0.27,1.07,-2,14,-0.1333
"C18H16O11S1","unsaturated/lignin","unsaturated/lignin",0.3913,0.4444,0.89,0.61,-1,11,-0.0556
"C22H16O10","aromatic","aromatic",0.5882,0.1818,0.73,0.45,5,15,0.2273
"C19H20O10S1","unsaturated/lignin","unsaturated/lignin",0.3077,0.1053,1.05,0.53,-1,10,-0.0526
"C19H20O12","unsaturated/lignin","unsaturated/lignin",0.3077,0.2105,1.05,0.63,-2,10,-0.1053
"C24H20O6","aromatic","aromatic",0.5714,-0.3333,0.83,0.25,9,15,0.375
"C23H20O9","aromatic","aromatic",0.5135,-0.087,0.87,0.39,5,14,0.2174
"C20H24O9S1","unsaturated/lignin","unsaturated/lignin",0.2414,-0.2,1.2,0.45,-1,9,-0.05
"C20H24O11","unsaturated/lignin","unsaturated/lignin",0.2414,-0.1,1.2,0.55,-2,9,-0.1
"C17H28O11S1","aliphatic","aliphatic",-0.2381,-0.2353,1.65,0.65,-8,4,-0.4706
"C24H24O8","unsaturated/lignin","unsaturated/lignin",0.45,-0.3333,1,0.33,5,13,0.2083
"C21H28O8S1","unsaturated/lignin","unsaturated/lignin",0.1875,-0.4762,1.33,0.38,-1,8,-0.0476
"C17H28O13","aliphatic","aliphatic",-0.2381,-0.1176,1.65,0.76,-9,4,-0.5294
"C26H28O2S1","unsaturated/lignin","unsaturated/lignin",0.4583,-0.8462,1.08,0.08,10,13,0.3846
"C21H28O10","unsaturated/lignin","unsaturated/lignin",0.1875,-0.381,1.33,0.48,-2,8,-0.0952
"C18H32O10S1","aliphatic","aliphatic",-0.25,-0.5556,1.78,0.56,-8,3,-0.4444
"C22H32O7S1","unsaturated/lignin","unsaturated/lignin",0.1429,-0.7273,1.45,0.32,-1,7,-0.0455
"C18H32O12","aliphatic","aliphatic",-0.25,-0.4444,1.78,0.67,-9,3,-0.5
"C22H32O9","unsaturated/lignin","unsaturated/lignin",0.1429,-0.6364,1.45,0.41,-2,7,-0.0909
"C19H36O9S1","aliphatic","aliphatic",-0.2593,-0.8421,1.89,0.47,-8,2,-0.4211
"C23H36O8","aliphatic","aliphatic",0.1053,-0.8696,1.57,0.35,-2,6,-0.087
"C20H40O8S1","aliphatic","lipid",-0.2667,-1.1,2,0.4,-8,1,-0.4
"C24H40O7","aliphatic","aliphatic",0.0732,-1.0833,1.67,0.29,-2,5,-0.0833
"C22H35O8N1","aliphatic","aliphatic+N",0.0588,-0.7273,1.59,0.36,-3,6,-0.1364
"C18H14O9S1","aromatic","aromatic",0.52,0.3333,0.78,0.5,2,12,0.1111
"C21H14O11","aromatic","aromatic",0.6129,0.381,0.67,0.52,4,15,0.1905
"C18H18O11S1","unsaturated/lignin","unsaturated/lignin",0.3043,0.3333,1,0.61,-2,10,-0.1111
"C18H18O13","unsaturated/lignin","unsaturated/lignin",0.3043,0.4444,1,0.72,-3,10,-0.1667
"C22H18O10","aromatic","aromatic",0.5294,0.0909,0.82,0.45,4,14,0.1818
"C19H22O10S1","unsaturated/lignin","unsaturated/lignin",0.2308,0,1.16,0.53,-2,9,-0.1053
"C19H22O12","unsaturated/lignin","unsaturated/lignin",0.2308,0.1053,1.16,0.63,-3,9,-0.1579
"C23H22O9","unsaturated/lignin","unsaturated/lignin",0.4595,-0.1739,0.96,0.39,4,13,0.1739
"C20H26O9S1","unsaturated/lignin","unsaturated/lignin",0.1724,-0.3,1.3,0.45,-2,8,-0.1
"C20H26O11","unsaturated/lignin","unsaturated/lignin",0.1724,-0.2,1.3,0.55,-3,8,-0.15
"C17H30O11S1","aliphatic","aliphatic",-0.3333,-0.3529,1.76,0.65,-9,3,-0.5294
"C24H26O8","unsaturated/lignin","unsaturated/lignin",0.4,-0.4167,1.08,0.33,4,12,0.1667
"C21H30O8S1","unsaturated/lignin","unsaturated/lignin",0.125,-0.5714,1.43,0.38,-2,7,-0.0952
"C21H31O8P1","unsaturated/lignin","unsaturated/lignin",0.125,-0.7143,1.48,0.38,-2,7,-0.0952
"C21H30O10","unsaturated/lignin","unsaturated/lignin",0.125,-0.4762,1.43,0.48,-3,7,-0.1429
"C18H34O10S1","aliphatic","aliphatic",-0.3333,-0.6667,1.89,0.56,-9,2,-0.5
"C25H30O7","unsaturated/lignin","unsaturated/lignin",0.3488,-0.64,1.2,0.28,4,11,0.16
"C22H34O7S1","aliphatic","aliphatic",0.0857,-0.8182,1.55,0.32,-2,6,-0.0909
"C22H34O9","aliphatic","aliphatic",0.0857,-0.7273,1.55,0.41,-3,6,-0.1364
"C23H38O8","aliphatic","aliphatic",0.0526,-0.9565,1.65,0.35,-3,5,-0.1304
"C20H42O8S1","aliphatic","lipid",-0.3333,-1.2,2.1,0.4,-9,0,-0.45
"C21H42O7","aliphatic","lipid",-0.1429,-1.3333,2,0.33,-6,1,-0.2857
"C24H42O7","aliphatic","aliphatic",0.0244,-1.1667,1.75,0.29,-3,4,-0.125
"C22H21O9N1","unsaturated/lignin","unsaturated/lignin",0.4545,0,0.95,0.41,3,13,0.1364
"C23H25O8N1","unsaturated/lignin","unsaturated/lignin",0.3889,-0.2609,1.09,0.35,3,12,0.1304
"C20H29O10N1","unsaturated/lignin","unsaturated/lignin",0.0714,-0.3,1.45,0.5,-4,7,-0.2
"C25H33O6N1","unsaturated/lignin","unsaturated/lignin",0.2857,-0.72,1.32,0.24,3,10,0.12
"C20H41O7N1","aliphatic","lipid",-0.2258,-1.2,2.05,0.35,-7,1,-0.35
"C27H8O5S1","condensed aromatic","condensed aromatic",0.8723,0.1481,0.3,0.19,18,24,0.6667
"C21H16O11","aromatic","aromatic",0.5484,0.2857,0.76,0.52,3,14,0.1429
"C18H20O11S1","unsaturated/lignin","unsaturated/lignin",0.2174,0.2222,1.11,0.61,-3,9,-0.1667
"C18H20O13","unsaturated/lignin","unsaturated/lignin",0.2174,0.3333,1.11,0.72,-4,9,-0.2222
"C22H20O10","unsaturated/lignin","unsaturated/lignin",0.4706,0,0.91,0.45,3,13,0.1364
"C19H24O10S1","unsaturated/lignin","unsaturated/lignin",0.1538,-0.1053,1.26,0.53,-3,8,-0.1579
"C24H24O4S1","unsaturated/lignin","unsaturated/lignin",0.4762,-0.5833,1,0.17,8,13,0.3333
"C19H24O12","unsaturated/lignin","unsaturated/lignin",0.1538,0,1.26,0.63,-4,8,-0.2105
"C23H24O9","unsaturated/lignin","unsaturated/lignin",0.4054,-0.2609,1.04,0.39,3,12,0.1304
"C20H28O9S1","unsaturated/lignin","unsaturated/lignin",0.1034,-0.4,1.4,0.45,-3,7,-0.15
"C20H28O11","unsaturated/lignin","unsaturated/lignin",0.1034,-0.3,1.4,0.55,-4,7,-0.2
"C24H28O8","unsaturated/lignin","unsaturated/lignin",0.35,-0.5,1.17,0.33,3,11,0.125
"C21H32O8S1","aliphatic","aliphatic",0.0625,-0.6667,1.52,0.38,-3,6,-0.1429
"C21H32O10","aliphatic","aliphatic",0.0625,-0.5714,1.52,0.48,-4,6,-0.1905
"C25H32O7","unsaturated/lignin","unsaturated/lignin",0.3023,-0.72,1.28,0.28,3,10,0.12
"C22H36O7S1","aliphatic","aliphatic",0.0286,-0.9091,1.64,0.32,-3,5,-0.1364
"C22H36O9","aliphatic","aliphatic",0.0286,-0.8182,1.64,0.41,-4,5,-0.1818
"C23H40O8","aliphatic","aliphatic",0,-1.0435,1.74,0.35,-4,4,-0.1739
"C24H44O7","aliphatic","aliphatic",-0.0244,-1.25,1.83,0.29,-4,3,-0.1667
"C18H23O10N1S1","unsaturated/lignin","unsaturated/lignin",0.0909,0.1111,1.28,0.56,-4,8,-0.2222
"C22H23O9N1","unsaturated/lignin","unsaturated/lignin",0.3939,-0.0909,1.05,0.41,2,12,0.0909
"C23H27O8N1","unsaturated/lignin","unsaturated/lignin",0.3333,-0.3478,1.17,0.35,2,11,0.087
"C25H35O6N1","unsaturated/lignin","unsaturated/lignin",0.2381,-0.8,1.4,0.24,2,9,0.08
"C26H6O6S1","condensed aromatic","condensed aromatic",0.9091,0.3077,0.23,0.23,17,24,0.6538
"C20H14O12","aromatic","aromatic",0.5714,0.5,0.7,0.6,2,14,0.1
"C21H18O11","unsaturated/lignin","unsaturated/lignin",0.4839,0.1905,0.86,0.52,2,13,0.0952
"C18H22O13","unsaturated/lignin","unsaturated/lignin",0.1304,0.2222,1.22,0.72,-5,8,-0.2778
"C22H22O10","unsaturated/lignin","unsaturated/lignin",0.4118,-0.0909,1,0.45,2,12,0.0909
"C19H26O10S1","unsaturated/lignin","unsaturated/lignin",0.0769,-0.2105,1.37,0.53,-4,7,-0.2105
"C19H26O12","unsaturated/lignin","unsaturated/lignin",0.0769,-0.1053,1.37,0.63,-5,7,-0.2632
"C23H26O9","unsaturated/lignin","unsaturated/lignin",0.3514,-0.3478,1.13,0.39,2,11,0.087
"C20H30O9S1","aliphatic","aliphatic",0.0345,-0.5,1.5,0.45,-4,6,-0.2
"C20H30O11","aliphatic","aliphatic",0.0345,-0.4,1.5,0.55,-5,6,-0.25
"C24H30O8","unsaturated/lignin","unsaturated/lignin",0.3,-0.5833,1.25,0.33,2,10,0.0833
"C21H34O8S1","aliphatic","aliphatic",0,-0.7619,1.62,0.38,-4,5,-0.1905
"C21H34O10","aliphatic","aliphatic",0,-0.6667,1.62,0.48,-5,5,-0.2381
"C25H34O7","unsaturated/lignin","unsaturated/lignin",0.2558,-0.8,1.36,0.28,2,9,0.08
"C22H38O7S1","aliphatic","aliphatic",-0.0286,-1,1.73,0.32,-4,4,-0.1818
"C27H38O1S1","unsaturated/lignin","unsaturated/lignin",0.2941,-1.2593,1.41,0.04,7,9,0.2593
"C22H38O9","aliphatic","aliphatic",-0.0286,-0.9091,1.73,0.41,-5,4,-0.2273
"C20H42O8","aliphatic","lipid",-0.25,-1.3,2.1,0.4,-8,0,-0.4
"C23H42O8","aliphatic","aliphatic",-0.0526,-1.1304,1.83,0.35,-5,3,-0.2174
"C24H46O7","aliphatic","aliphatic",-0.0732,-1.3333,1.92,0.29,-5,2,-0.2083
"C22H25O9N1","unsaturated/lignin","unsaturated/lignin",0.3333,-0.1818,1.14,0.41,1,11,0.0455
"C19H29O9N1S1","aliphatic","aliphatic+N",-0.04,-0.3158,1.53,0.47,-5,6,-0.2632
"C23H29O8N1","unsaturated/lignin","unsaturated/lignin",0.2778,-0.4348,1.26,0.35,1,10,0.0435
"C24H33O7N1","unsaturated/lignin","unsaturated/lignin",0.2308,-0.6667,1.38,0.29,1,9,0.0417
"C22H41O8N1","aliphatic","aliphatic+N",-0.1176,-1,1.86,0.36,-6,3,-0.2727
"C20H16O12","unsaturated/lignin","unsaturated/lignin",0.5,0.4,0.8,0.6,1,13,0.05
"C21H20O11","unsaturated/lignin","unsaturated/lignin",0.4194,0.0952,0.95,0.52,1,12,0.0476
"C18H24O11S1","unsaturated/lignin","unsaturated/lignin",0.0435,0,1.33,0.61,-5,7,-0.2778
"C18H24O13","unsaturated/lignin","unsaturated/lignin",0.0435,0.1111,1.33,0.72,-6,7,-0.3333
"C29H20O5","condensed aromatic","condensed aromatic",0.6604,-0.3448,0.69,0.17,15,20,0.5172
"C22H24O10","unsaturated/lignin","unsaturated/lignin",0.3529,-0.1818,1.09,0.45,1,11,0.0455
"C19H28O10S1","unsaturated/lignin","unsaturated/lignin",0,-0.3158,1.47,0.53,-5,6,-0.2632
"C15H28O15","aliphatic","aliphatic",-0.7333,0.1333,1.87,1,-13,2,-0.8667
"C23H28O7S1","unsaturated/lignin","unsaturated/lignin",0.2973,-0.5217,1.22,0.3,2,10,0.087
"C19H28O12","unsaturated/lignin","unsaturated/lignin",0,-0.2105,1.47,0.63,-6,6,-0.3158
"C17H32O11","aliphatic","aliphatic",-0.3043,-0.5882,1.88,0.65,-9,2,-0.5294
"C23H28O9","unsaturated/lignin","unsaturated/lignin",0.2973,-0.4348,1.22,0.39,1,10,0.0435
"C20H32O9S1","aliphatic","aliphatic",-0.0345,-0.6,1.6,0.45,-5,5,-0.25
"C20H32O11","aliphatic","aliphatic",-0.0345,-0.5,1.6,0.55,-6,5,-0.3
"C24H32O8","unsaturated/lignin","unsaturated/lignin",0.25,-0.6667,1.33,0.33,1,9,0.0417
"C21H36O8S1","aliphatic","aliphatic",-0.0625,-0.8571,1.71,0.38,-5,4,-0.2381
"C21H36O10","aliphatic","aliphatic",-0.0625,-0.7619,1.71,0.48,-6,4,-0.2857
"C25H36O7","unsaturated/lignin","unsaturated/lignin",0.2093,-0.88,1.44,0.28,1,8,0.04
"C22H40O9","aliphatic","aliphatic",-0.0857,-1,1.82,0.41,-6,3,-0.2727
"C23H44O8","aliphatic","aliphatic",-0.1053,-1.2174,1.91,0.35,-6,2,-0.2609
"C24H48O7","aliphatic","lipid",-0.122,-1.4167,2,0.29,-6,1,-0.25
"C23H11O7N1","condensed aromatic","condensed aromatic",0.7838,0.2609,0.48,0.3,11,19,0.4783
"C21H23O10N1","unsaturated/lignin","unsaturated/lignin",0.3333,0,1.1,0.48,0,11,0
"C29H23O2N1S1","aromatic","aromatic",0.6154,-0.4828,0.79,0.07,15,19,0.5172
"C20H31O8N1","aliphatic","aliphatic+N",0.0667,-0.6,1.55,0.4,-3,6,-0.15
"C23H31O8N1","unsaturated/lignin","unsaturated/lignin",0.2222,-0.5217,1.35,0.35,0,9,0
"C24H35O7N1","unsaturated/lignin","unsaturated/lignin",0.1795,-0.75,1.46,0.29,0,8,0
"C26H6O4S1","condensed aromatic","condensed aromatic",0.913,0.1538,0.23,0.15,19,24,0.7308
"C30H6O1S1","condensed aromatic","condensed aromatic",0.9298,-0.0667,0.2,0.03,26,28,0.8667
"C20H18O12","unsaturated/lignin","unsaturated/lignin",0.4286,0.3,0.9,0.6,0,12,0
"C17H22O14","unsaturated/lignin","unsaturated/lignin",0,0.3529,1.29,0.82,-7,7,-0.4118
"C26H22O3S1","aromatic","aromatic",0.5745,-0.5385,0.85,0.12,12,16,0.4615
"C15H26O13","aliphatic","aliphatic",-0.4118,0,1.73,0.87,-10,3,-0.6667
"C21H22O11","unsaturated/lignin","unsaturated/lignin",0.3548,0,1.05,0.52,0,11,0
"C18H26O11S1","unsaturated/lignin","unsaturated/lignin",-0.0435,-0.1111,1.44,0.61,-6,6,-0.3333
"C22H26O10","unsaturated/lignin","unsaturated/lignin",0.2941,-0.2727,1.18,0.45,0,10,0
"C19H30O10S1","aliphatic","aliphatic",-0.0769,-0.4211,1.58,0.53,-6,5,-0.3158
"C23H30O7S1","unsaturated/lignin","unsaturated/lignin",0.2432,-0.6087,1.3,0.3,1,9,0.0435
"C19H30O12","aliphatic","aliphatic",-0.0769,-0.3158,1.58,0.63,-7,5,-0.3684
"C23H31O7P1","unsaturated/lignin","unsaturated/lignin",0.2432,-0.7391,1.35,0.3,1,9,0.0435
"C23H30O9","unsaturated/lignin","unsaturated/lignin",0.2432,-0.5217,1.3,0.39,0,9,0
"C20H34O9S1","aliphatic","aliphatic",-0.1034,-0.7,1.7,0.45,-6,4,-0.3
"C20H34O11","aliphatic","aliphatic",-0.1034,-0.6,1.7,0.55,-7,4,-0.35
"C24H34O8","unsaturated/lignin","unsaturated/lignin",0.2,-0.75,1.42,0.33,0,8,0
"C21H38O8S1","aliphatic","aliphatic",-0.125,-0.9524,1.81,0.38,-6,3,-0.2857
"C21H38O10","aliphatic","aliphatic",-0.125,-0.8571,1.81,0.48,-7,3,-0.3333
"C25H38O7","aliphatic","aliphatic",0.1628,-0.96,1.52,0.28,0,7,0
