"formula","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C21H24O5","unsaturated/lignin","unsaturated/lignin",0.4054,-0.6667,1.14,0.24,5,10,0.2381
"C18H28O5S1","aliphatic","aliphatic",0.1034,-0.8889,1.56,0.28,-1,5,-0.0556
"C18H28O7","aliphatic","aliphatic",0.1034,-0.7778,1.56,0.39,-2,5,-0.1111
"C19H32O4S1","aliphatic","aliphatic",0.0625,-1.1579,1.68,0.21,-1,4,-0.0526
"C19H32O6","aliphatic","aliphatic",0.0625,-1.0526,1.68,0.32,-2,4,-0.1053
"C23H32O3","unsaturated/lignin","unsaturated/lignin",0.3023,-1.1304,1.39,0.13,5,8,0.2174
"C20H36O5","aliphatic","aliphatic",0.0286,-1.3,1.8,0.25,-2,3,-0.1
"C21H40O4","aliphatic","aliphatic",0,-1.5238,1.9,0.19,-2,2,-0.0952
"C22H44O3","aliphatic","lipid",-0.0244,-1.7273,2,0.14,-2,1,-0.0909
"C18H15O7N1","aromatic","aromatic",0.5556,0.1111,0.83,0.39,4,12,0.2222
"C18H31O6N1","aliphatic","aliphatic+N",0,-0.8889,1.72,0.33,-3,4,-0.1667
"C20H39O4N1","aliphatic","aliphatic+N",-0.0588,-1.4,1.95,0.2,-3,2,-0.15
"C18H14O8","aromatic","aromatic",0.5714,0.1111,0.78,0.44,4,12,0.2222
"C19H18O7","unsaturated/lignin","unsaturated/lignin",0.4839,-0.2105,0.95,0.37,4,11,0.2105
"C16H22O9","unsaturated/lignin","unsaturated/lignin",0.1304,-0.25,1.38,0.56,-3,6,-0.1875
"C13H26O9S1","aliphatic","lipid",-0.6,-0.4615,2,0.69,-9,1,-0.6923
"C20H22O6","unsaturated/lignin","unsaturated/lignin",0.4118,-0.5,1.1,0.3,4,10,0.2
"C17H26O6S1","aliphatic","aliphatic",0.0769,-0.7059,1.53,0.35,-2,5,-0.1176
"C17H27O6P1","aliphatic","aliphatic",0.0769,-0.8824,1.59,0.35,-2,5,-0.1176
"C17H26O8","aliphatic","aliphatic",0.0769,-0.5882,1.53,0.47,-3,5,-0.1765
"C21H26O5","unsaturated/lignin","unsaturated/lignin",0.3514,-0.7619,1.24,0.24,4,9,0.1905
"C18H30O5S1","aliphatic","aliphatic",0.0345,-1,1.67,0.28,-2,4,-0.1111
"C18H30O7","aliphatic","aliphatic",0.0345,-0.8889,1.67,0.39,-3,4,-0.1667
"C22H30O4","unsaturated/lignin","unsaturated/lignin",0.3,-1,1.36,0.18,4,8,0.1818
"C19H34O6","aliphatic","aliphatic",0,-1.1579,1.79,0.32,-3,3,-0.1579
"C20H38O5","aliphatic","aliphatic",-0.0286,-1.4,1.9,0.25,-3,2,-0.15
"C21H42O4","aliphatic","lipid",-0.0526,-1.619,2,0.19,-3,1,-0.1429
"C21H29O4N1","unsaturated/lignin","unsaturated/lignin",0.2778,-0.8571,1.38,0.19,3,8,0.1429
"C18H16O8","unsaturated/lignin","unsaturated/lignin",0.5,0,0.89,0.44,3,11,0.1667
"C19H20O7","unsaturated/lignin","unsaturated/lignin",0.4194,-0.3158,1.05,0.37,3,10,0.1579
"C16H24O9","aliphatic","aliphatic",0.0435,-0.375,1.5,0.56,-4,5,-0.25
"C20H24O6","unsaturated/lignin","unsaturated/lignin",0.3529,-0.6,1.2,0.3,3,9,0.15
"C17H28O6S1","aliphatic","aliphatic",0,-0.8235,1.65,0.35,-3,4,-0.1765
"C17H29O6P1","aliphatic","aliphatic",0,-1,1.71,0.35,-3,4,-0.1765
"C17H28O8","aliphatic","aliphatic",0,-0.7059,1.65,0.47,-4,4,-0.2353
"C21H28O5","unsaturated/lignin","unsaturated/lignin",0.2973,-0.8571,1.33,0.24,3,8,0.1429
"C18H32O7","aliphatic","aliphatic",-0.0345,-1,1.78,0.39,-4,3,-0.2222
"C22H32O4","unsaturated/lignin","unsaturated/lignin",0.25,-1.0909,1.45,0.18,3,7,0.1364
"C20H36O3","aliphatic","aliphatic",0.0811,-1.5,1.8,0.15,0,3,0
"C19H36O6","aliphatic","aliphatic",-0.0625,-1.2632,1.89,0.32,-4,2,-0.2105
"C23H36O3","aliphatic","aliphatic",0.2093,-1.3043,1.57,0.13,3,6,0.1304
"C20H40O5","aliphatic","lipid",-0.0857,-1.5,2,0.25,-4,1,-0.2
"C20H27O5N1","unsaturated/lignin","unsaturated/lignin",0.2727,-0.7,1.35,0.25,2,8,0.1
"C20H10O7","condensed aromatic","condensed aromatic",0.7576,0.2,0.5,0.35,9,16,0.45
"C18H18O8","unsaturated/lignin","unsaturated/lignin",0.4286,-0.1111,1,0.44,2,10,0.1111
"C19H22O7","unsaturated/lignin","unsaturated/lignin",0.3548,-0.4211,1.16,0.37,2,9,0.1053
"C16H26O9","aliphatic","aliphatic",-0.0435,-0.5,1.62,0.56,-5,4,-0.3125
"C20H27O4P1","unsaturated/lignin","unsaturated/lignin",0.2941,-0.95,1.35,0.2,3,8,0.15
"C20H26O6","unsaturated/lignin","unsaturated/lignin",0.2941,-0.7,1.3,0.3,2,8,0.1
"C17H30O8","aliphatic","aliphatic",-0.0769,-0.8235,1.76,0.47,-5,3,-0.2941
"C21H30O5","unsaturated/lignin","unsaturated/lignin",0.2432,-0.9524,1.43,0.24,2,7,0.0952
"C18H34O7","aliphatic","aliphatic",-0.1034,-1.1111,1.89,0.39,-5,2,-0.2778
"C22H34O4","aliphatic","aliphatic",0.2,-1.1818,1.55,0.18,2,6,0.0909
"C19H38O6","aliphatic","lipid",-0.125,-1.3684,2,0.32,-5,1,-0.2632
"C20H42O5","aliphatic","lipid",-0.1429,-1.6,2.1,0.25,-5,0,-0.25
"C17H17O8N1","unsaturated/lignin","unsaturated/lignin",0.4167,0.1176,1,0.47,1,10,0.0588
"C19H25O6N1","unsaturated/lignin","unsaturated/lignin",0.2667,-0.5263,1.32,0.32,1,8,0.0526
"C20H29O5N1","unsaturated/lignin","unsaturated/lignin",0.2121,-0.8,1.45,0.25,1,7,0.05
"C21H33O4N1","aliphatic","aliphatic+N",0.1667,-1.0476,1.57,0.19,1,6,0.0476
"C20H41O2N1","aliphatic","lipid",-0.0556,-1.7,2.05,0.1,-2,1,-0.1
"C16H12O8S1","aromatic","aromatic",0.5455,0.375,0.75,0.5,2,11,0.125
"C17H16O9","unsaturated/lignin","unsaturated/lignin",0.44,0.1176,0.94,0.53,1,10,0.0588
"C18H20O8","unsaturated/lignin","unsaturated/lignin",0.3571,-0.2222,1.11,0.44,1,9,0.0556
"C15H24O10","aliphatic","aliphatic",-0.1,-0.2667,1.6,0.67,-6,4,-0.4
"C19H24O7","unsaturated/lignin","unsaturated/lignin",0.2903,-0.5263,1.26,0.37,1,8,0.0526
"C16H28O9","aliphatic","aliphatic",-0.1304,-0.625,1.75,0.56,-6,3,-0.375
"C20H28O6","unsaturated/lignin","unsaturated/lignin",0.2353,-0.8,1.4,0.3,1,7,0.05
"C17H32O8","aliphatic","aliphatic",-0.1538,-0.9412,1.88,0.47,-6,2,-0.3529
"C21H32O5","aliphatic","aliphatic",0.1892,-1.0476,1.52,0.24,1,6,0.0476
"C18H36O5S1","aliphatic","lipid",-0.1724,-1.3333,2,0.28,-5,1,-0.2778
"C18H36O7","aliphatic","lipid",-0.1724,-1.2222,2,0.39,-6,1,-0.3333
"C22H36O4","aliphatic","aliphatic",0.15,-1.2727,1.64,0.18,1,5,0.0455
"C21H44O2","aliphatic","lipid",-0.05,-1.9048,2.1,0.1,-2,0,-0.0952
"C17H19O8N1","unsaturated/lignin","unsaturated/lignin",0.3333,0,1.12,0.47,0,9,0
"C18H23O7N1","unsaturated/lignin","unsaturated/lignin",0.2593,-0.3333,1.28,0.39,0,8,0
"C19H27O6N1","unsaturated/lignin","unsaturated/lignin",0.2,-0.6316,1.42,0.32,0,7,0
"C20H31O5N1","aliphatic","aliphatic+N",0.1515,-0.9,1.55,0.25,0,6,0
"C21H35O4N1","aliphatic","aliphatic+N",0.1111,-1.1429,1.67,0.19,0,5,0
"C16H14O8S1","unsaturated/lignin","unsaturated/lignin",0.4545,0.25,0.88,0.5,1,10,0.0625
"C17H18O9","unsaturated/lignin","unsaturated/lignin",0.36,0,1.06,0.53,0,9,0
"C14H22O11","aliphatic","aliphatic",-0.1765,0,1.57,0.79,-7,4,-0.5
"C18H22O8","unsaturated/lignin","unsaturated/lignin",0.2857,-0.3333,1.22,0.44,0,8,0
"C19H26O5S1","unsaturated/lignin","unsaturated/lignin",0.2258,-0.7368,1.37,0.26,1,7,0.0526
"C15H26O10","aliphatic","aliphatic",-0.2,-0.4,1.73,0.67,-7,3,-0.4667
"C19H26O7","unsaturated/lignin","unsaturated/lignin",0.2258,-0.6316,1.37,0.37,0,7,0
"C20H30O6","aliphatic","aliphatic",0.1765,-0.9,1.5,0.3,0,6,0
"C17H35O6P1","aliphatic","lipid",-0.2308,-1.3529,2.06,0.35,-6,1,-0.3529
"C21H34O5","aliphatic","aliphatic",0.1351,-1.1429,1.62,0.24,0,5,0
"C18H38O5S1","aliphatic","lipid",-0.2414,-1.4444,2.11,0.28,-6,0,-0.3333
"C20H42O3","aliphatic","lipid",-0.0811,-1.8,2.1,0.15,-3,0,-0.15
"C24H46O2","aliphatic","aliphatic",0.0435,-1.75,1.92,0.08,0,2,0
"C17H21O8N1","unsaturated/lignin","unsaturated/lignin",0.25,-0.1176,1.24,0.47,-1,8,-0.0588
"C19H25O4N1","unsaturated/lignin","unsaturated/lignin",0.3125,-0.7368,1.32,0.21,3,8,0.1579
"C19H29O6N1","aliphatic","aliphatic+N",0.1333,-0.7368,1.53,0.32,-1,6,-0.0526
"C20H33O5N1","aliphatic","aliphatic+N",0.0909,-1,1.65,0.25,-1,5,-0.05
"C20H16O7","aromatic","aromatic",0.5758,-0.1,0.8,0.35,6,13,0.3
"C17H20O9","unsaturated/lignin","unsaturated/lignin",0.28,-0.1176,1.18,0.53,-1,8,-0.0588
"C14H24O11","aliphatic","aliphatic",-0.2941,-0.1429,1.71,0.79,-8,3,-0.5714
"C18H24O8","unsaturated/lignin","unsaturated/lignin",0.2143,-0.4444,1.33,0.44,-1,7,-0.0556
"C19H28O7","unsaturated/lignin","unsaturated/lignin",0.1613,-0.7368,1.47,0.37,-1,6,-0.0526
"C20H32O6","aliphatic","aliphatic",0.1176,-1,1.6,0.3,-1,5,-0.05
"C21H36O5","aliphatic","aliphatic",0.0811,-1.2381,1.71,0.24,-1,4,-0.0476
"C22H40O4","aliphatic","aliphatic",0.05,-1.4545,1.82,0.18,-1,3,-0.0455
"C24H48O2","aliphatic","lipid",0,-1.8333,2,0.08,-1,1,-0.0417
"C19H15O7N1","aromatic","aromatic",0.5862,0.1053,0.79,0.37,5,13,0.2632
"C19H31O6N1","aliphatic","aliphatic+N",0.0667,-0.8421,1.63,0.32,-2,5,-0.1053
"C20H35O5N1","aliphatic","aliphatic+N",0.0303,-1.1,1.75,0.25,-2,4,-0.1
"C19H14O8","aromatic","aromatic",0.6,0.1053,0.74,0.42,5,13,0.2632
"C16H18O10","unsaturated/lignin","unsaturated/lignin",0.2727,0.125,1.12,0.62,-2,8,-0.125
"C20H18O7","aromatic","aromatic",0.5152,-0.2,0.9,0.35,5,12,0.25
"C17H22O9","unsaturated/lignin","unsaturated/lignin",0.2,-0.2353,1.29,0.53,-2,7,-0.1176
"C21H22O6","unsaturated/lignin","unsaturated/lignin",0.4444,-0.4762,1.05,0.29,5,11,0.2381
"C18H26O6S1","unsaturated/lignin","unsaturated/lignin",0.1429,-0.6667,1.44,0.33,-1,6,-0.0556
"C18H26O8","unsaturated/lignin","unsaturated/lignin",0.1429,-0.5556,1.44,0.44,-2,6,-0.1111
"C19H30O5S1","aliphatic","aliphatic",0.0968,-0.9474,1.58,0.26,-1,5,-0.0526
"C19H30O7","aliphatic","aliphatic",0.0968,-0.8421,1.58,0.37,-2,5,-0.1053
"C23H30O4","unsaturated/lignin","unsaturated/lignin",0.3333,-0.9565,1.3,0.17,5,9,0.2174
"C20H34O6","aliphatic","aliphatic",0.0588,-1.1,1.7,0.3,-2,4,-0.1
"C18H38O5","aliphatic","lipid",-0.1613,-1.5556,2.11,0.28,-5,0,-0.2778
"C21H38O5","aliphatic","aliphatic",0.027,-1.3333,1.81,0.24,-2,3,-0.0952
"C25H38O2","aliphatic","aliphatic",0.25,-1.36,1.52,0.08,5,7,0.2
"C22H42O4","aliphatic","aliphatic",0,-1.5455,1.91,0.18,-2,2,-0.0909
"C23H46O3","aliphatic","lipid",-0.0233,-1.7391,2,0.13,-2,1,-0.087
"C14H25O8N1","aliphatic","aliphatic+N",-0.2222,-0.4286,1.79,0.57,-6,3,-0.4286
"C19H33O6N1","aliphatic","aliphatic+N",0,-0.9474,1.74,0.32,-3,4,-0.1579
"C19H16O8","aromatic","aromatic",0.5333,0,0.84,0.42,4,12,0.2105
"C16H20O8S1","unsaturated/lignin","unsaturated/lignin",0.1818,-0.125,1.25,0.5,-2,7,-0.125
"C16H20O10","unsaturated/lignin","unsaturated/lignin",0.1818,0,1.25,0.62,-3,7,-0.1875
"C14H24O9","aliphatic","aliphatic",-0.1579,-0.4286,1.71,0.64,-6,3,-0.4286
"C20H20O7","unsaturated/lignin","unsaturated/lignin",0.4545,-0.3,1,0.35,4,11,0.2
"C17H24O9","unsaturated/lignin","unsaturated/lignin",0.12,-0.3529,1.41,0.53,-3,6,-0.1765
"C21H24O6","unsaturated/lignin","unsaturated/lignin",0.3889,-0.5714,1.14,0.29,4,10,0.1905
"C18H28O6S1","aliphatic","aliphatic",0.0714,-0.7778,1.56,0.33,-2,5,-0.1111
"C18H28O8","aliphatic","aliphatic",0.0714,-0.6667,1.56,0.44,-3,5,-0.1667
"C22H28O5","unsaturated/lignin","unsaturated/lignin",0.3333,-0.8182,1.27,0.23,4,9,0.1818
"C19H32O7","aliphatic","aliphatic",0.0323,-0.9474,1.68,0.37,-3,4,-0.1579
"C23H32O4","unsaturated/lignin","unsaturated/lignin",0.2857,-1.0435,1.39,0.17,4,8,0.1739
"C20H36O4S1","aliphatic","aliphatic",0,-1.3,1.8,0.2,-2,3,-0.1
"C20H36O6","aliphatic","aliphatic",0,-1.2,1.8,0.3,-3,3,-0.15
"C24H36O3","aliphatic","aliphatic",0.2444,-1.25,1.5,0.12,4,7,0.1667
"C21H40O5","aliphatic","aliphatic",-0.027,-1.4286,1.9,0.24,-3,2,-0.1429
"C22H44O4","aliphatic","lipid",-0.05,-1.6364,2,0.18,-3,1,-0.1364
"C21H27O5N1","unsaturated/lignin","unsaturated/lignin",0.3143,-0.6667,1.29,0.24,3,9,0.1429
"C18H32O5N1P1","aliphatic","aliphatic+N",-0.037,-1.0556,1.78,0.28,-3,4,-0.1667
"C22H31O4N1","unsaturated/lignin","unsaturated/lignin",0.2632,-0.9091,1.41,0.18,3,8,0.1364
"C20H39O5N1","aliphatic","aliphatic+N",-0.0909,-1.3,1.95,0.25,-4,2,-0.2
"C22H43O1N1","aliphatic","aliphatic+N",0.0244,-1.7273,1.95,0.05,0,2,0
"C18H14O9","aromatic","aromatic",0.5556,0.2222,0.78,0.5,3,12,0.1667
"C19H18O8","unsaturated/lignin","unsaturated/lignin",0.4667,-0.1053,0.95,0.42,3,11,0.1579
"C16H22O10","unsaturated/lignin","unsaturated/lignin",0.0909,-0.125,1.38,0.62,-4,6,-0.25
"C20H22O7","unsaturated/lignin","unsaturated/lignin",0.3939,-0.4,1.1,0.35,3,10,0.15
"C17H26O9","aliphatic","aliphatic",0.04,-0.4706,1.53,0.53,-4,5,-0.2353
"C21H26O6","unsaturated/lignin","unsaturated/lignin",0.3333,-0.6667,1.24,0.29,3,9,0.1429
"C18H30O6S1","aliphatic","aliphatic",0,-0.8889,1.67,0.33,-3,4,-0.1667
"C18H30O8","aliphatic","aliphatic",0,-0.7778,1.67,0.44,-4,4,-0.2222
"C22H30O5","unsaturated/lignin","unsaturated/lignin",0.2821,-0.9091,1.36,0.23,3,8,0.1364
"C19H34O5S1","aliphatic","aliphatic",-0.0323,-1.1579,1.79,0.26,-3,3,-0.1579
"C19H35O5P1","aliphatic","aliphatic",-0.0323,-1.3158,1.84,0.26,-3,3,-0.1579
"C19H34O7","aliphatic","aliphatic",-0.0323,-1.0526,1.79,0.37,-4,3,-0.2105
"C23H34O4","unsaturated/lignin","unsaturated/lignin",0.2381,-1.1304,1.48,0.17,3,7,0.1304
"C20H38O4S1","aliphatic","aliphatic",-0.0588,-1.4,1.9,0.2,-3,2,-0.15
"C20H38O6","aliphatic","aliphatic",-0.0588,-1.3,1.9,0.3,-4,2,-0.2
"C21H42O5","aliphatic","lipid",-0.0811,-1.5238,2,0.24,-4,1,-0.1905
"C20H25O6N1","unsaturated/lignin","unsaturated/lignin",0.3125,-0.5,1.25,0.3,2,9,0.1
"C18H29O5N1","aliphatic","aliphatic+N",0.1034,-0.8889,1.61,0.28,-1,5,-0.0556
"C21H29O5N1","unsaturated/lignin","unsaturated/lignin",0.2571,-0.7619,1.38,0.24,2,8,0.0952
"C19H33O4N1","aliphatic","aliphatic+N",0.0625,-1.1579,1.74,0.21,-1,4,-0.0526
"C22H45O1N1","aliphatic","lipid",-0.0244,-1.8182,2.05,0.05,-1,1,-0.0455
"C18H16O9","unsaturated/lignin","unsaturated/lignin",0.4815,0.1111,0.89,0.5,2,11,0.1111
"C19H20O8","unsaturated/lignin","unsaturated/lignin",0.4,-0.2105,1.05,0.42,2,10,0.1053
"C16H24O10","aliphatic","aliphatic",0,-0.25,1.5,0.62,-5,5,-0.3125
"C20H24O7","unsaturated/lignin","unsaturated/lignin",0.3333,-0.5,1.2,0.35,2,9,0.1
"C17H28O9","aliphatic","aliphatic",-0.04,-0.5882,1.65,0.53,-5,4,-0.2941
"C21H28O6","unsaturated/lignin","unsaturated/lignin",0.2778,-0.7619,1.33,0.29,2,8,0.0952
"C18H32O6S1","aliphatic","aliphatic",-0.0714,-1,1.78,0.33,-4,3,-0.2222
"C18H32O8","aliphatic","aliphatic",-0.0714,-0.8889,1.78,0.44,-5,3,-0.2778
"C22H32O5","unsaturated/lignin","unsaturated/lignin",0.2308,-1,1.45,0.23,2,7,0.0909
"C19H36O7","aliphatic","aliphatic",-0.0968,-1.1579,1.89,0.37,-5,2,-0.2632
"C23H36O4","aliphatic","aliphatic",0.1905,-1.2174,1.57,0.17,2,6,0.087
"C20H40O6","aliphatic","lipid",-0.1176,-1.4,2,0.3,-5,1,-0.25
"C19H23O7N1","unsaturated/lignin","unsaturated/lignin",0.3103,-0.3158,1.21,0.37,1,9,0.0526
"C20H27O6N1","unsaturated/lignin","unsaturated/lignin",0.25,-0.6,1.35,0.3,1,8,0.05
"C17H14O10","unsaturated/lignin","unsaturated/lignin",0.5,0.3529,0.82,0.59,1,11,0.0588
"C18H18O9","unsaturated/lignin","unsaturated/lignin",0.4074,0,1,0.5,1,10,0.0556
"C15H23O9P1","aliphatic","aliphatic",-0.0526,-0.3333,1.53,0.6,-5,5,-0.3333
"C19H22O6S1","unsaturated/lignin","unsaturated/lignin",0.3333,-0.4211,1.16,0.32,2,9,0.1053
"C19H22O8","unsaturated/lignin","unsaturated/lignin",0.3333,-0.3158,1.16,0.42,1,9,0.0526
"C16H26O10","aliphatic","aliphatic",-0.0909,-0.375,1.62,0.62,-6,4,-0.375
"C20H26O7","unsaturated/lignin","unsaturated/lignin",0.2727,-0.6,1.3,0.35,1,8,0.05
"C17H30O9","aliphatic","aliphatic",-0.12,-0.7059,1.76,0.53,-6,3,-0.3529
"C21H30O6","unsaturated/lignin","unsaturated/lignin",0.2222,-0.8571,1.43,0.29,1,7,0.0476
"C18H34O6S1","aliphatic","aliphatic",-0.1429,-1.1111,1.89,0.33,-5,2,-0.2778
"C18H35O6P1","aliphatic","aliphatic",-0.1429,-1.2778,1.94,0.33,-5,2,-0.2778
"C18H34O8","aliphatic","aliphatic",-0.1429,-1,1.89,0.44,-6,2,-0.3333
"C22H34O5","aliphatic","aliphatic",0.1795,-1.0909,1.55,0.23,1,6,0.0455
"C23H38O4","aliphatic","aliphatic",0.1429,-1.3043,1.65,0.17,1,5,0.0435
"C19H25O7N1","unsaturated/lignin","unsaturated/lignin",0.2414,-0.4211,1.32,0.37,0,8,0
"C20H29O6N1","unsaturated/lignin","unsaturated/lignin",0.1875,-0.7,1.45,0.3,0,7,0
"C21H33O5N1","aliphatic","aliphatic+N",0.1429,-0.9524,1.57,0.24,0,6,0
"C16H12O9S1","aromatic","aromatic",0.5238,0.5,0.75,0.56,1,11,0.0625
"C17H16O8S1","unsaturated/lignin","unsaturated/lignin",0.4167,0.1176,0.94,0.47,1,10,0.0588
"C17H16O10","unsaturated/lignin","unsaturated/lignin",0.4167,0.2353,0.94,0.59,0,10,0
"C18H20O9","unsaturated/lignin","unsaturated/lignin",0.3333,-0.1111,1.11,0.5,0,9,0
"C19H24O8","unsaturated/lignin","unsaturated/lignin",0.2667,-0.4211,1.26,0.42,0,8,0
"C16H28O10","aliphatic","aliphatic",-0.1818,-0.5,1.75,0.62,-7,3,-0.4375
"C20H28O7","unsaturated/lignin","unsaturated/lignin",0.2121,-0.7,1.4,0.35,0,7,0
"C17H32O9","aliphatic","aliphatic",-0.2,-0.8235,1.88,0.53,-7,2,-0.4118
"C21H32O6","aliphatic","aliphatic",0.1667,-0.9524,1.52,0.29,0,6,0
"C18H36O6S1","aliphatic","lipid",-0.2143,-1.2222,2,0.33,-6,1,-0.3333
"C22H36O5","aliphatic","aliphatic",0.1282,-1.1818,1.64,0.23,0,5,0
"C19H40O5S1","aliphatic","lipid",-0.2258,-1.4737,2.11,0.26,-6,0,-0.3158
"C15H23O8N1","aliphatic","aliphatic+N",0,-0.2667,1.53,0.53,-4,5,-0.2667
"C19H23O5N1","unsaturated/lignin","unsaturated/lignin",0.3548,-0.5263,1.21,0.26,3,9,0.1579
"C19H27O7N1","unsaturated/lignin","unsaturated/lignin",0.1724,-0.5263,1.42,0.37,-1,7,-0.0526
"C20H31O6N1","aliphatic","aliphatic+N",0.125,-0.8,1.55,0.3,-1,6,-0.05
"C21H35O5N1","aliphatic","aliphatic+N",0.0857,-1.0476,1.67,0.24,-1,5,-0.0476
"C17H18O10","unsaturated/lignin","unsaturated/lignin",0.3333,0.1176,1.06,0.59,-1,9,-0.0588
"C14H22O10S1","aliphatic","aliphatic",-0.25,0,1.57,0.71,-7,4,-0.5
"C18H22O9","unsaturated/lignin","unsaturated/lignin",0.2593,-0.2222,1.22,0.5,-1,8,-0.0556
"C19H26O8","unsaturated/lignin","unsaturated/lignin",0.2,-0.5263,1.37,0.42,-1,7,-0.0526
"C20H30O7","aliphatic","aliphatic",0.1515,-0.8,1.5,0.35,-1,6,-0.05
"C21H34O6","aliphatic","aliphatic",0.1111,-1.0476,1.62,0.29,-1,5,-0.0476
"C18H38O6S1","aliphatic","lipid",-0.2857,-1.3333,2.11,0.33,-7,0,-0.3889
"C22H38O5","aliphatic","aliphatic",0.0769,-1.2727,1.73,0.23,-1,4,-0.0455
"C20H42O4","aliphatic","lipid",-0.1111,-1.7,2.1,0.2,-4,0,-0.2
"C24H46O3","aliphatic","aliphatic",0.0222,-1.6667,1.92,0.12,-1,2,-0.0417
"C25H50O2","aliphatic","lipid",0,-1.84,2,0.08,-1,1,-0.04
"C19H29O7N1","aliphatic","aliphatic+N",0.1034,-0.6316,1.53,0.37,-2,6,-0.1053
"C20H33O6N1","aliphatic","aliphatic+N",0.0625,-0.9,1.65,0.3,-2,5,-0.1
"C20H16O8","aromatic","aromatic",0.5625,0,0.8,0.4,5,13,0.25
"C17H20O10","unsaturated/lignin","unsaturated/lignin",0.25,0,1.18,0.59,-2,8,-0.1176
"C18H24O9","unsaturated/lignin","unsaturated/lignin",0.1852,-0.3333,1.33,0.5,-2,7,-0.1111
"C22H24O6","unsaturated/lignin","unsaturated/lignin",0.4211,-0.5455,1.09,0.27,5,11,0.2273
"C19H28O8","unsaturated/lignin","unsaturated/lignin",0.1333,-0.6316,1.47,0.42,-2,6,-0.1053
"C23H28O5","unsaturated/lignin","unsaturated/lignin",0.3659,-0.7826,1.22,0.22,5,10,0.2174
"C20H32O7","aliphatic","aliphatic",0.0909,-0.9,1.6,0.35,-2,5,-0.1
"C21H36O6","aliphatic","aliphatic",0.0556,-1.1429,1.71,0.29,-2,4,-0.0952
"C22H40O5","aliphatic","aliphatic",0.0256,-1.3636,1.82,0.23,-2,3,-0.0909
"C23H44O4","aliphatic","aliphatic",0,-1.5652,1.91,0.17,-2,2,-0.087
"C24H48O3","aliphatic","lipid",-0.0222,-1.75,2,0.12,-2,1,-0.0833
"C20H19O7N1","unsaturated/lignin","unsaturated/lignin",0.4839,-0.1,0.95,0.35,4,12,0.2
"C19H31O7N1","aliphatic","aliphatic+N",0.0345,-0.7368,1.63,0.37,-3,5,-0.1579
"C19H14O9","aromatic","aromatic",0.5862,0.2105,0.74,0.47,4,13,0.2105
"C20H18O8","unsaturated/lignin","unsaturated/lignin",0.5,-0.1,0.9,0.4,4,12,0.2
"C17H22O10","unsaturated/lignin","unsaturated/lignin",0.1667,-0.1176,1.29,0.59,-3,7,-0.1765
"C21H22O7","unsaturated/lignin","unsaturated/lignin",0.4286,-0.381,1.05,0.33,4,11,0.1905
"C18H26O9","unsaturated/lignin","unsaturated/lignin",0.1111,-0.4444,1.44,0.5,-3,6,-0.1667
"C15H30O9S1","aliphatic","lipid",-0.4737,-0.6667,2,0.6,-9,1,-0.6
"C22H26O6","unsaturated/lignin","unsaturated/lignin",0.3684,-0.6364,1.18,0.27,4,10,0.1818
"C19H30O6S1","aliphatic","aliphatic",0.0667,-0.8421,1.58,0.32,-2,5,-0.1053
"C19H31O6P1","aliphatic","aliphatic",0.0667,-1,1.63,0.32,-2,5,-0.1053
"C19H30O8","aliphatic","aliphatic",0.0667,-0.7368,1.58,0.42,-3,5,-0.1579
"C23H30O5","unsaturated/lignin","unsaturated/lignin",0.3171,-0.8696,1.3,0.22,4,9,0.1739
"C20H34O5S1","aliphatic","aliphatic",0.0303,-1.1,1.7,0.25,-2,4,-0.1
"C20H35O5P1","aliphatic","aliphatic",0.0303,-1.25,1.75,0.25,-2,4,-0.1
"C20H34O7","aliphatic","aliphatic",0.0303,-1,1.7,0.35,-3,4,-0.15
"C24H34O4","unsaturated/lignin","unsaturated/lignin",0.2727,-1.0833,1.42,0.17,4,8,0.1667
"C21H38O6","aliphatic","aliphatic",0,-1.2381,1.81,0.29,-3,3,-0.1429
"C22H42O5","aliphatic","aliphatic",-0.0256,-1.4545,1.91,0.23,-3,2,-0.1364
"C23H46O4","aliphatic","lipid",-0.0476,-1.6522,2,0.17,-3,1,-0.1304
"C18H29O8N1","aliphatic","aliphatic+N",0,-0.5556,1.61,0.44,-4,5,-0.2222
"C19H33O7N1","aliphatic","aliphatic+N",-0.0345,-0.8421,1.74,0.37,-4,4,-0.2105
"C23H33O4N1","unsaturated/lignin","unsaturated/lignin",0.25,-0.9565,1.43,0.17,3,8,0.1304
"C22H41O2N1","aliphatic","aliphatic+N",0.05,-1.5455,1.86,0.09,0,3,0
"C19H16O9","aromatic","aromatic",0.5172,0.1053,0.84,0.47,3,12,0.1579
"C16H20O9S1","unsaturated/lignin","unsaturated/lignin",0.1429,0,1.25,0.56,-3,7,-0.1875
"C20H20O8","unsaturated/lignin","unsaturated/lignin",0.4375,-0.2,1,0.4,3,11,0.15
"C17H24O10","unsaturated/lignin","unsaturated/lignin",0.0833,-0.2353,1.41,0.59,-4,6,-0.2353
"C21H24O7","unsaturated/lignin","unsaturated/lignin",0.3714,-0.4762,1.14,0.33,3,10,0.1429
"C18H28O9","aliphatic","aliphatic",0.037,-0.5556,1.56,0.5,-4,5,-0.2222
